UserID,LengthOfScreenName,LengthOfDescriptionInUserProfile,LifetimeAccountInMonth,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,FollowingFollowerRatio,MeanTweetsPerDay,UrlInTweetsRate,UserMentionsRate,MeanTimeSecBetweenTweets,MaxTimeSecBetweenTweets,MeanNbMentionsPerTweet,MeanJaccardSimilarity,TypeOfUser
22648830,13,138,8,750,521,14462,1.44,67.0,0.04,0.69,737.0,40483.0,1.0,0.02,0
22651499,11,34,8,2000,885,710,2.26,6.0,0.4,0.02,16538.0,213684.0,1.0,0.17,0
22653473,9,32,8,86,235,6842,0.37,66.0,0.09,0.78,844.0,68968.0,1.0,0.06,0
22655348,8,82,8,327,235,3033,1.39,13.0,0.1,0.1,6188.0,73842.0,1.0,0.03,0
22656072,10,20,8,65,1000,4201,0.07,20.0,0.0,0.21,3866.0,70960.0,1.0,0.02,0
22657945,8,71,8,305,152,1005,2.01,34.0,0.34,0.48,2399.0,52083.0,1.0,0.04,0
22659596,9,31,8,668,900,13347,0.74,50.0,0.04,0.5,1281.0,41322.0,1.0,0.03,0
22665156,10,83,8,362,451,2636,0.8,10.0,0.19,0.72,9770.0,236277.0,1.0,0.03,0
22671072,15,69,8,6,29,531,0.21,2.0,1.0,0.0,47381.0,345669.0,0.0,0.02,0
22675579,10,111,8,152,151,1504,1.01,7.0,0.12,0.55,11544.0,124811.0,1.0,0.04,0
22676036,6,125,8,429,218,679,1.97,13.0,0.0,0.56,6207.0,86388.0,1.0,0.05,0
22678400,11,105,8,146,173,885,0.84,7.0,0.87,0.01,15126.0,248748.0,1.0,0.18,0
22685000,10,22,8,42,42,1077,1.0,9.0,0.24,0.71,9596.0,92812.0,1.0,0.09,0
22685382,8,34,8,251,312,5135,0.8,40.0,0.05,0.6,1700.0,75800.0,1.0,0.04,0
22686691,15,0,8,86,105,548,0.82,12.0,0.98,0.0,6985.0,81647.0,0.0,0.03,0
22695464,14,82,8,101,268,3160,0.38,13.0,0.01,0.75,7690.0,296180.0,1.0,0.04,0
22698905,10,0,8,15,11,38,1.36,3.0,0.11,0.29,578884.0,10818107.0,1.0,0.03,0
22699016,9,53,8,57,68,743,0.84,5.0,0.09,0.2,21660.0,304909.0,1.0,0.04,0
22699151,8,45,8,357,532,8950,0.67,67.0,0.2,0.7,893.0,13131.0,2.0,0.04,0
22701163,11,113,8,178,504,5045,0.35,50.0,0.02,0.71,1328.0,35562.0,2.0,0.04,0
22704658,12,0,8,1,19,6941,0.05,40.0,1.0,0.0,1693.0,9360.0,0.0,0.0,0
22709260,9,10,8,100,70,285,1.43,3.0,0.19,0.06,46084.0,697194.0,1.0,0.02,0
22709337,14,79,8,108,114,3718,0.95,15.0,0.0,0.18,5296.0,64504.0,1.0,0.02,0
22712967,15,21,8,101,49,664,2.06,2.0,0.1,0.26,45765.0,362332.0,1.0,0.03,0
22714248,10,107,8,77,82,963,0.94,4.0,0.01,0.34,26716.0,223263.0,1.0,0.04,0
22715416,9,120,8,110,194,1425,0.57,12.0,0.08,0.67,7209.0,75319.0,1.0,0.04,0
22715867,10,55,8,78,53,527,1.47,18.0,0.01,0.54,14148.0,1546504.0,1.0,0.05,0
22718326,7,43,8,51,60,1700,0.85,7.0,0.26,0.36,12069.0,114788.0,1.0,0.02,0
22718570,9,17,8,60,36,675,1.67,3.0,0.02,0.39,50320.0,988126.0,1.0,0.04,0
22726513,11,62,8,372,347,1208,1.07,12.0,0.28,0.79,7448.0,140670.0,2.0,0.05,0
22727751,6,156,8,232,282,1735,0.82,14.0,0.2,0.62,5801.0,68626.0,1.0,0.03,0
22729127,8,0,8,106,64,957,1.66,5.0,0.1,0.8,24209.0,646478.0,1.0,0.03,0
22730999,10,0,8,99,60,580,1.65,8.0,0.08,0.63,11692.0,195523.0,1.0,0.04,0
22736824,14,138,8,228,270,1413,0.84,8.0,0.08,0.78,9957.0,89064.0,1.0,0.03,0
22737459,12,103,8,361,610,9503,0.59,50.0,0.03,0.89,1623.0,173133.0,1.0,0.04,0
22738675,7,79,8,64,65,2625,0.98,22.0,0.39,0.26,3360.0,68477.0,2.0,0.07,0
22738950,10,158,8,117,10366,4847,0.01,25.0,0.13,0.82,2839.0,65337.0,1.0,0.03,0
22739948,11,160,8,230,771,2292,0.3,4.0,0.76,0.28,20861.0,161206.0,2.0,0.05,0
22743749,8,119,8,92,100,1692,0.92,18.0,0.01,0.71,4391.0,88453.0,1.0,0.06,0
22747013,7,28,8,347,347,2388,1.0,17.0,0.2,0.8,5232.0,205891.0,1.0,0.05,0
22748092,13,42,8,108,157,2036,0.69,14.0,0.49,0.48,5249.0,47873.0,1.0,0.05,0
22748597,11,126,8,64,68,2940,0.94,22.0,0.03,0.76,3944.0,151176.0,1.0,0.07,0
22749228,11,71,8,103,327,8757,0.31,29.0,0.04,0.64,2563.0,71202.0,1.0,0.03,0
22749407,15,0,8,561,375,12,1.5,1.0,0.0,0.0,1895565.0,10830587.0,0.0,0.15,0
22753350,8,25,8,118,415,6455,0.28,33.0,0.08,0.84,2035.0,63233.0,1.0,0.04,0
22760617,12,152,8,259,335,4537,0.77,33.0,0.0,0.7,2185.0,105799.0,1.0,0.04,0
22763252,14,70,8,95,99,560,0.96,5.0,0.1,0.66,28492.0,330842.0,1.0,0.03,0
22767263,12,32,8,1394,1250,1193,1.12,33.0,1.0,0.0,1782.0,5463.0,0.0,0.09,0
22767368,7,38,8,61,84,969,0.73,22.0,0.0,0.63,3482.0,51318.0,1.0,0.05,0
22779119,13,0,8,23,27,293,0.85,2.0,0.0,0.0,86106.0,1145803.0,0.0,0.02,0
22781018,9,116,8,253,267,1995,0.95,10.0,0.12,0.56,8161.0,75042.0,1.0,0.08,0
22783409,8,0,8,21,18,276,1.17,100.0,0.0,0.99,286.0,31500.0,1.0,0.46,0
22783783,7,41,8,7,3325,1833,0.0,8.0,1.0,0.0,11175.0,172645.0,0.0,0.01,0
22803518,6,73,8,264,232,5024,1.14,25.0,0.06,0.4,3058.0,87555.0,1.0,0.02,0
22806293,11,0,8,289,194,2950,1.49,99.0,0.85,0.77,735.0,41764.0,1.0,0.02,0
22807699,15,90,8,146,180,934,0.81,4.0,0.04,0.45,19709.0,103623.0,1.0,0.04,0
22812044,8,11,8,574,353,1957,1.63,12.0,0.36,0.45,8158.0,250470.0,2.0,0.04,0
22812622,15,57,8,281,237,1612,1.19,29.0,0.12,0.41,2771.0,49045.0,1.0,0.04,0
22820707,10,47,8,289,316,4403,0.91,27.0,0.4,0.89,2686.0,54441.0,2.0,0.09,0
22827822,14,0,8,80,108,4766,0.74,9.0,0.0,0.0,11473.0,221401.0,0.0,0.38,0
22835173,12,19,8,850,841,6146,1.01,29.0,0.32,0.75,2703.0,73606.0,2.0,0.03,0
22837341,12,37,8,2001,1770,625,1.13,5.0,0.69,0.38,20445.0,238826.0,1.0,0.05,0
22839501,13,54,8,208,627,1878,0.33,7.0,0.22,0.65,11376.0,68659.0,1.0,0.03,0
22842362,13,57,8,582,2060,11883,0.28,40.0,1.0,0.0,1726.0,24623.0,0.0,0.04,0
22848126,12,60,8,279,350,1750,0.8,12.0,0.28,0.6,7347.0,215415.0,2.0,0.04,0
22850661,9,0,8,51,49,241,1.04,2.0,0.13,0.35,97220.0,615096.0,1.0,0.02,0
22855155,12,53,8,156,108,1338,1.44,7.0,0.12,0.42,12841.0,135535.0,1.0,0.04,0
22858841,12,58,8,83,81,162,1.02,3.0,0.02,0.16,142620.0,9498487.0,1.0,0.06,0
22871175,12,21,8,293,231,4721,1.27,40.0,0.02,0.61,1489.0,83706.0,1.0,0.04,0
22878148,13,94,8,160,108,4688,1.48,28.0,0.05,0.46,2205.0,37436.0,1.0,0.05,0
22880003,14,0,8,65,26,220,2.5,2.0,0.19,0.55,47345.0,419834.0,1.0,0.06,0
22882170,12,104,8,366,186,2118,1.97,12.0,0.2,0.5,6492.0,55850.0,1.0,0.06,0
22883042,7,74,8,312,275,264,1.13,15.0,0.46,0.5,5440.0,136372.0,1.0,0.04,0
22883726,10,154,8,2227,4611,2919,0.48,17.0,0.75,0.3,5145.0,117704.0,1.0,0.04,0
22891718,15,71,8,658,456,2840,1.44,33.0,0.06,0.68,2066.0,44067.0,1.0,0.04,0
22891852,11,0,8,82,49,413,1.67,2.0,0.01,0.24,66989.0,598501.0,1.0,0.05,0
22895149,4,0,8,91,237,3275,0.38,50.0,0.0,0.81,1000.0,35659.0,2.0,0.06,0
22895617,15,6,8,121,148,1095,0.82,6.0,0.0,0.24,16873.0,164105.0,1.0,0.04,0
22896645,5,21,8,24,31,375,0.77,3.0,0.83,0.49,72699.0,5507206.0,1.0,0.04,0
22897959,8,51,8,123,102,1638,1.21,10.0,0.12,0.24,8328.0,54214.0,1.0,0.02,0
22898127,11,152,8,84,360,2627,0.23,18.0,0.28,0.59,4226.0,88230.0,1.0,0.04,0
22899705,13,0,8,1329,479,6981,2.77,25.0,1.0,0.0,2918.0,28346.0,0.0,0.03,0
22903166,11,38,8,1770,1030,1111,1.72,20.0,0.98,0.0,3886.0,42568.0,0.0,0.03,0
22904392,7,48,8,155,61,2422,2.54,6.0,0.07,0.32,18217.0,356419.0,1.0,0.02,0
22909797,12,86,8,36,68,822,0.53,6.0,0.04,0.18,13986.0,119181.0,1.0,0.03,0
22910125,8,0,8,74,45,291,1.64,2.0,0.04,0.21,91441.0,759091.0,1.0,0.02,0
22918798,10,84,8,183,226,3933,0.81,25.0,0.05,0.73,3059.0,83174.0,1.0,0.04,0
22927611,11,109,8,0,33,568,0.0,9.0,1.0,0.0,8494.0,85851.0,0.0,0.37,0
22928620,10,62,8,123,113,1371,1.09,15.0,0.02,0.4,5270.0,77513.0,1.0,0.09,0
22929635,11,55,8,129,260,5887,0.5,33.0,0.0,0.72,1870.0,33921.0,1.0,0.03,0
22931989,11,10,8,181,100,6234,1.81,67.0,0.15,0.71,764.0,41595.0,1.0,0.04,0
22932897,7,160,8,28,12,169,2.33,6.0,0.21,0.1,16091.0,164344.0,1.0,0.05,0
22951574,7,77,8,38,36,742,1.06,3.0,0.04,0.48,74103.0,1086834.0,1.0,0.04,0
22952069,12,43,8,14,256,1479,0.05,33.0,0.03,0.0,2617.0,107843.0,0.0,0.07,0
22958069,14,42,8,257,123,6288,2.09,67.0,0.04,0.5,879.0,36266.0,1.0,0.03,0
22967001,9,101,8,152,208,5936,0.73,31.0,0.07,0.51,2058.0,76965.0,1.0,0.04,0
22970667,9,67,8,31,51,267,0.61,3.0,0.49,0.32,44485.0,568688.0,1.0,0.04,0
22972479,8,59,8,63,118,108,0.53,1.0,0.18,0.22,214061.0,996587.0,1.0,0.03,0
22975438,8,33,8,97,159,2732,0.61,65.0,0.0,0.58,901.0,29614.0,1.0,0.04,0
22976214,15,69,8,146,487,3187,0.3,12.0,1.0,0.0,6933.0,52577.0,1.0,0.12,0
22981979,7,0,8,27,9,6,3.0,1.0,0.0,0.17,2797284.0,9694806.0,1.0,0.0,0
22983460,11,69,8,158,200,8130,0.79,67.0,0.01,0.52,503.0,35055.0,1.0,0.03,0
22985684,10,27,8,93,46,914,2.02,12.0,0.03,0.52,6995.0,157867.0,1.0,0.04,0
22987076,10,0,8,17,100,6466,0.17,15.0,0.0,0.0,5239.0,20699.0,0.0,0.05,0
22987636,7,59,8,60,455,18469,0.13,100.0,0.04,0.83,519.0,25222.0,1.0,0.04,0
22990982,15,71,8,71,88,1422,0.81,50.0,0.04,0.82,1248.0,42878.0,1.0,0.07,0
22993262,12,0,8,86,46,601,1.87,4.0,0.18,0.78,38873.0,1167520.0,1.0,0.05,0
23004496,15,65,8,555,291,8223,1.91,200.0,0.02,0.86,112.0,5847.0,1.0,0.03,0
23005183,8,18,8,82,40,892,2.05,7.0,0.16,0.63,13188.0,255069.0,1.0,0.04,0
23005836,9,23,8,114,95,20831,1.2,29.0,0.03,0.67,2381.0,52250.0,1.0,0.04,0
23013452,13,0,8,68,17,491,4.0,6.0,0.0,0.18,14968.0,161016.0,1.0,0.05,0
23014114,9,157,8,189,124,3847,1.52,25.0,0.15,0.72,3199.0,61592.0,1.0,0.04,0
23015363,6,148,8,122,957,5480,0.13,18.0,1.0,0.0,4662.0,37819.0,2.0,0.09,0
23022385,6,0,8,11,26,750,0.42,11.0,0.0,0.0,7374.0,97603.0,0.0,0.02,0
23030251,8,132,8,161,182,594,0.88,6.0,0.22,0.27,21394.0,908993.0,1.0,0.07,0
23038023,9,131,8,458,897,9927,0.51,20.0,0.07,0.67,3690.0,59284.0,1.0,0.04,0
23041991,8,35,8,68,175,2267,0.39,10.0,0.02,0.53,8370.0,129816.0,1.0,0.03,0
23042102,6,44,8,44,49,276,0.9,2.0,0.01,0.34,75808.0,688717.0,1.0,0.02,0
23044342,10,0,8,2,11,714,0.18,4.0,1.0,0.0,25403.0,202758.0,0.0,0.1,0
23047637,14,0,8,134,111,1642,1.21,6.0,0.13,0.32,16057.0,245693.0,1.0,0.04,0
23047941,11,43,8,1586,1429,5992,1.11,25.0,1.0,0.0,2995.0,93868.0,0.0,0.21,0
23048945,7,54,8,82,97,2251,0.85,17.0,0.04,0.38,4682.0,81858.0,1.0,0.01,0
23051163,10,92,8,154,217,2392,0.71,100.0,0.0,0.69,561.0,14359.0,1.0,0.03,0
23053657,8,32,8,11,29,4221,0.38,33.0,0.04,0.33,2130.0,28839.0,1.0,0.03,0
23058512,7,0,8,10,12,282,0.83,5.0,1.0,0.02,23965.0,358175.0,1.0,0.31,0
23061579,9,88,8,211,187,2157,1.13,17.0,0.21,0.46,5531.0,227842.0,1.0,0.04,0
23068174,11,0,8,82,78,1012,1.05,5.0,0.08,0.48,24017.0,324860.0,1.0,0.06,0
23071468,11,98,8,1823,1477,1687,1.23,7.0,0.68,0.88,14169.0,276928.0,1.0,0.05,0
23076651,10,160,8,1045,438,215,2.39,3.0,0.52,0.04,71077.0,1434472.0,1.0,0.13,0
23077222,13,48,8,151,72,952,2.1,6.0,0.04,0.44,16665.0,256454.0,1.0,0.04,0
23080747,10,58,8,184,82,3509,2.24,33.0,0.05,0.52,2192.0,50797.0,1.0,0.04,0
23082126,8,73,8,163,180,289,0.91,3.0,0.2,0.02,53013.0,701529.0,1.0,0.02,0
23099662,9,28,8,93,24,249,3.88,22.0,1.0,0.0,3510.0,37877.0,0.0,0.06,0
23101976,13,85,8,322,204,497,1.58,3.0,0.04,0.32,31724.0,287970.0,1.0,0.04,0
23120596,9,28,8,93,28,98,3.32,14.0,1.0,0.0,4886.0,34178.0,0.0,0.03,0
23129038,9,39,8,61,97,682,0.63,3.0,0.0,0.02,31302.0,168402.0,1.0,0.03,0
23129207,10,78,8,99,109,4782,0.91,40.0,0.35,0.42,1728.0,39859.0,1.0,0.04,0
23132175,8,0,8,2,10,75,0.2,1.0,0.39,0.03,301677.0,11513073.0,1.0,0.08,0
23137786,8,0,8,32,15,199,2.13,3.0,0.08,0.81,108853.0,5615201.0,1.0,0.05,0
23142161,12,0,8,54,23,111,2.35,2.0,0.41,0.86,196862.0,2194793.0,1.0,0.2,0
23150779,11,53,8,44,33,270,1.33,6.0,0.54,0.4,19966.0,516117.0,1.0,0.16,0
23155345,8,50,8,215,97,1953,2.22,29.0,0.02,0.73,2515.0,47486.0,1.0,0.05,0
23157489,7,0,8,92,8,8,11.5,2.0,0.12,0.62,63470.0,284594.0,1.0,0.03,0
23158178,12,158,8,819,772,531,1.06,4.0,0.44,0.55,24753.0,330231.0,2.0,0.05,0
23159604,11,0,8,210,220,5616,0.95,40.0,0.09,0.77,1537.0,49081.0,1.0,0.03,0
23161345,7,144,8,182,645,902,0.28,15.0,0.2,0.43,5141.0,116953.0,1.0,0.04,0
23163805,7,10,8,57,166,3581,0.34,12.0,0.02,0.17,6429.0,72930.0,1.0,0.04,0
23165798,11,30,8,203,148,1964,1.37,14.0,0.06,0.26,5439.0,55974.0,1.0,0.05,0
23170402,7,121,8,24,22,41,1.09,2.0,0.56,0.05,209220.0,1813095.0,1.0,0.14,0
23172897,13,9,8,15,23,45,0.65,1.0,0.02,0.11,264565.0,1644354.0,1.0,0.03,0
23175674,14,130,8,308,12307,15442,0.03,98.0,0.01,0.74,864.0,76907.0,1.0,0.04,0
23178149,11,120,8,614,667,4837,0.92,34.0,0.12,0.53,2566.0,146282.0,1.0,0.06,0
23184415,10,105,8,0,155,5985,0.0,40.0,1.0,0.0,1718.0,11788.0,0.0,0.09,0
23185079,7,32,8,221,191,1673,1.16,25.0,0.08,0.55,2991.0,89287.0,2.0,0.02,0
23190309,7,27,8,144,202,3653,0.71,12.0,0.01,0.57,6685.0,76751.0,1.0,0.03,0
23191295,9,59,8,36,43,1212,0.84,200.0,0.0,1.0,107.0,10497.0,1.0,0.33,0
23192771,12,84,8,3556,3296,855,1.08,11.0,0.98,0.03,7025.0,49203.0,1.0,0.03,0
23197545,8,18,8,112,71,1164,1.58,25.0,0.02,0.78,2748.0,41198.0,1.0,0.12,0
23198738,6,32,8,169,231,9633,0.73,200.0,0.0,0.76,122.0,2301.0,1.0,0.04,0
23204285,8,0,8,9,8,3,1.12,1.0,0.0,0.33,7398641.0,19061477.0,1.0,0.04,0
23204438,6,53,8,1667,1597,7347,1.04,33.0,0.96,0.2,2125.0,90830.0,2.0,0.27,0
23207287,9,107,8,311,259,3802,1.2,22.0,0.05,0.78,3519.0,64081.0,1.0,0.03,0
23211301,13,21,8,345,715,9234,0.48,50.0,0.1,0.48,1221.0,45913.0,1.0,0.05,0
23212612,8,79,8,29,47,1433,0.62,6.0,0.11,0.42,13095.0,117534.0,1.0,0.06,0
23214040,15,107,8,0,225,646,0.0,6.0,1.0,0.0,13331.0,101757.0,0.0,0.43,0
23216903,11,44,8,2495,2544,18357,0.98,67.0,0.31,0.8,838.0,53573.0,2.0,0.04,0
23222269,7,59,8,491,529,7377,0.93,17.0,0.14,0.52,4515.0,75101.0,1.0,0.02,0
23224129,6,0,8,65,17,78,3.82,2.0,0.56,0.14,248424.0,5470907.0,1.0,0.21,0
23224482,9,23,8,194,95,681,2.04,3.0,0.07,0.37,28694.0,213306.0,1.0,0.03,0
23229719,12,158,8,730,882,4674,0.83,15.0,0.36,0.08,5760.0,119838.0,1.0,0.07,0
23233155,13,61,8,404,670,4977,0.6,22.0,0.01,0.77,3579.0,48389.0,1.0,0.04,0
23234729,10,11,8,45,34,628,1.32,4.0,0.06,0.38,42655.0,944259.0,1.0,0.05,0
23237249,12,111,8,0,31,48,0.0,4.0,1.0,0.0,388316.0,7587967.0,0.0,0.41,0
23238352,12,120,8,296,553,13307,0.54,67.0,0.08,0.48,695.0,32855.0,1.0,0.05,0
23239143,9,118,8,114,20,179,5.7,2.0,0.02,0.23,118012.0,2381455.0,1.0,0.04,0
23245998,13,158,8,786,118,2965,6.66,13.0,0.07,0.73,6872.0,171031.0,1.0,0.06,0
23249213,11,49,8,67,50,184,1.34,3.0,0.04,0.24,70938.0,5425572.0,1.0,0.03,0
23250474,7,64,8,82,83,1128,0.99,8.0,0.02,0.55,12228.0,228444.0,1.0,0.05,0
23254782,9,84,8,87,52,268,1.67,2.0,0.11,0.42,81168.0,719494.0,1.0,0.03,0
23261400,11,20,8,113,58,1127,1.95,17.0,0.03,0.07,4818.0,56413.0,1.0,0.03,0
23262500,14,37,8,89,61,984,1.46,8.0,0.25,0.44,10227.0,166715.0,1.0,0.03,0
23269431,9,0,8,32,66,620,0.48,4.0,0.04,0.32,26393.0,236251.0,1.0,0.05,0
23270529,11,71,8,263,277,3468,0.95,50.0,0.0,0.39,1212.0,45449.0,1.0,0.03,0
23271214,10,0,8,146,156,3658,0.94,33.0,0.1,0.25,1904.0,29437.0,1.0,0.03,0
23272390,8,34,8,147,99,600,1.48,6.0,0.0,0.0,87166.0,3987157.0,5.0,0.05,0
23273183,11,26,8,357,394,3880,0.91,18.0,0.1,0.41,4399.0,62225.0,1.0,0.03,0
23276663,11,0,8,33,34,97,0.97,4.0,0.04,0.09,203106.0,8815307.0,1.0,0.06,0
23278006,12,110,8,156,497,6352,0.31,14.0,0.06,0.69,5375.0,97696.0,2.0,0.05,0
23282636,11,103,8,258,207,5193,1.25,12.0,0.03,0.65,7158.0,147886.0,1.0,0.05,0
23287151,9,0,8,19,19,330,1.0,2.0,0.05,0.3,57051.0,640991.0,1.0,0.03,0
23287367,11,138,8,23,18,58,1.28,2.0,0.34,0.16,385471.0,2149582.0,1.0,0.08,0
23288921,10,38,8,91,150,2072,0.61,15.0,0.12,0.75,5111.0,55225.0,1.0,0.04,0
23295360,12,71,8,34,33,1011,1.03,8.0,0.04,0.41,10636.0,81844.0,1.0,0.01,0
23295815,7,85,8,81,64,2473,1.27,15.0,0.02,0.62,6230.0,159847.0,1.0,0.04,0
23299684,7,63,8,152,187,1652,0.81,11.0,0.04,0.63,12534.0,427044.0,1.0,0.03,0
23304409,8,63,8,51,42,227,1.21,4.0,0.1,0.44,37637.0,638297.0,1.0,0.03,0
23308387,11,12,8,49,57,204,0.86,3.0,0.75,0.3,101946.0,2845174.0,1.0,0.01,0
23315810,9,160,8,49,46,6584,1.07,67.0,0.01,0.64,975.0,77358.0,1.0,0.05,0
23317759,15,24,8,13,10,20,1.3,2.0,0.2,0.0,932667.0,9379836.0,0.0,0.09,0
23321127,9,30,8,181,168,4111,1.08,33.0,0.1,0.4,2166.0,37864.0,1.0,0.01,0
23326395,11,58,8,63,22,272,2.86,4.0,0.06,0.24,37368.0,1207732.0,1.0,0.03,0
23330079,11,36,8,23,2015,527,0.01,2.0,0.19,0.26,47981.0,436921.0,1.0,0.08,0
23331485,10,46,8,5,19,17,0.26,1.0,0.12,0.12,1341039.0,12091563.0,1.0,0.03,0
23334425,9,114,8,172,116,3416,1.48,40.0,0.0,0.94,1887.0,46551.0,1.0,0.06,0
23335131,13,71,8,325,706,2341,0.46,8.0,0.13,0.72,10485.0,103195.0,1.0,0.05,0
23339228,7,0,8,49,89,305,0.55,3.0,0.15,0.4,73905.0,3038432.0,1.0,0.03,0
23346735,7,124,8,128,118,1478,1.08,17.0,0.08,0.58,4838.0,85627.0,1.0,0.04,0
23346970,13,61,8,50,243,951,0.21,12.0,0.66,0.22,6837.0,57629.0,1.0,0.03,0
23352732,8,53,8,105,71,1139,1.48,7.0,0.03,0.4,12703.0,161512.0,1.0,0.03,0
23354282,15,135,8,241,6148,18389,0.04,100.0,0.04,0.5,484.0,16076.0,1.0,0.06,0
23355625,12,93,8,121,91,2953,1.33,10.0,0.06,0.54,11697.0,596204.0,1.0,0.04,0
23357335,9,62,8,49,49,198,1.0,4.0,0.01,0.58,115929.0,2297878.0,1.0,0.03,0
23368407,10,0,8,19,39,778,0.49,4.0,0.02,0.1,19123.0,114728.0,1.0,0.03,0
23375376,13,20,8,170,178,2075,0.96,29.0,0.05,0.9,2709.0,48389.0,1.0,0.03,0
23376411,8,0,8,104,19,151,5.47,3.0,0.24,0.49,146168.0,4257727.0,1.0,0.12,0
23377147,11,22,8,78,69,1958,1.13,10.0,0.02,0.61,8183.0,87578.0,1.0,0.06,0
23378384,12,147,8,420,647,898,0.65,6.0,0.1,0.46,13886.0,155364.0,1.0,0.03,0
23384999,11,158,8,436,811,21092,0.54,67.0,0.04,0.93,637.0,20405.0,1.0,0.02,0
23385405,6,159,8,109,103,115,1.06,2.0,0.62,0.06,188079.0,3440516.0,1.0,0.04,0
23389628,13,10,8,38,33,409,1.15,4.0,0.0,0.04,22163.0,93320.0,1.0,0.02,0
23391264,5,21,8,133,67,1187,1.99,10.0,0.38,0.36,10362.0,332134.0,1.0,0.11,0
23391640,15,57,8,60,24,819,2.5,7.0,0.09,0.08,21344.0,524342.0,1.0,0.09,0
23391643,5,14,8,72,68,124,1.06,2.0,0.22,0.44,112787.0,2007629.0,1.0,0.03,0
23391651,8,0,8,26,62,1624,0.42,6.0,0.0,0.0,15355.0,95098.0,0.0,0.04,0
23393638,9,17,8,219,98,1377,2.23,18.0,0.04,0.74,4240.0,91105.0,1.0,0.05,0
23401429,5,0,8,661,751,353,0.88,3.0,0.9,0.07,74876.0,2934757.0,1.0,0.04,0
23401718,15,89,8,125,237,707,0.53,4.0,0.07,0.31,21229.0,157311.0,1.0,0.03,0
23404114,13,51,8,50,97,1046,0.52,13.0,0.07,0.54,6177.0,53095.0,1.0,0.02,0
23404795,11,66,8,60,77,1710,0.78,12.0,0.04,0.65,6382.0,79858.0,1.0,0.04,0
23409750,11,55,8,58,112,2023,0.52,13.0,0.02,0.48,6180.0,66760.0,1.0,0.03,0
23409926,14,30,8,287,359,5259,0.8,18.0,1.0,0.0,4378.0,75476.0,0.0,0.05,0
23410785,12,8,8,73,58,215,1.26,2.0,0.3,0.34,108490.0,1335256.0,1.0,0.04,0
23417060,14,0,8,261,79,1989,3.3,16.0,0.01,0.46,5643.0,130638.0,1.0,0.03,0
23422809,8,0,8,50,366,538,0.14,3.0,0.24,0.5,36977.0,498626.0,1.0,0.02,0
23425801,9,26,8,67,115,7159,0.58,33.0,0.05,0.88,2788.0,212968.0,1.0,0.04,0
23427175,11,92,8,66,52,888,1.27,22.0,0.06,0.66,3765.0,70631.0,1.0,0.05,0
23428063,9,0,8,12,9,279,1.33,2.0,0.04,0.0,92951.0,1297350.0,0.0,0.05,0
23432676,8,11,8,199,958,553,0.21,3.0,0.8,0.24,35911.0,213790.0,1.0,0.03,0
23434161,8,0,8,14,56,1527,0.25,9.0,0.03,0.4,8612.0,86821.0,1.0,0.04,0
23434479,8,0,8,63,124,268,0.51,3.0,0.08,0.34,41687.0,498575.0,1.0,0.01,0
23434516,6,22,8,152,205,7190,0.74,28.0,0.04,0.59,2626.0,51956.0,1.0,0.04,0
23435600,5,54,8,1,5,1334,0.2,9.0,0.0,0.16,9843.0,187579.0,1.0,0.0,0
23435605,11,110,8,3,16,4,0.19,2.0,0.0,0.0,129634.0,503282.0,0.0,0.07,0
23435850,10,0,8,22,22,219,1.0,3.0,0.02,0.53,80545.0,2190943.0,1.0,0.06,0
23440812,12,140,8,147,392,3345,0.38,12.0,0.13,0.64,6466.0,83436.0,1.0,0.04,0
23452047,11,25,8,248,247,2533,1.0,11.0,0.57,0.34,6969.0,116073.0,1.0,0.04,0
23453992,7,30,8,200,513,2501,0.39,18.0,0.08,0.59,4259.0,52016.0,1.0,0.03,0
23455765,13,57,8,48,110,106,0.44,3.0,0.01,0.69,188501.0,6048274.0,1.0,0.04,0
23456258,7,13,8,87,86,246,1.01,7.0,0.04,0.72,13841.0,527389.0,1.0,0.03,0
23458896,9,22,8,0,89,1327,0.0,6.0,1.0,0.0,13257.0,100906.0,0.0,0.07,0
23465465,8,0,8,94,162,1113,0.58,11.0,0.89,0.9,12117.0,738489.0,1.0,0.05,0
23465726,11,63,8,99,64,6666,1.55,33.0,0.07,0.54,1970.0,37698.0,1.0,0.04,0
23467968,12,52,8,109,48,805,2.27,6.0,0.0,0.16,13649.0,133582.0,1.0,0.03,0
23469548,13,43,8,71,62,847,1.15,33.0,0.02,0.97,1990.0,42439.0,1.0,0.05,0
23471586,7,0,8,36,32,1397,1.12,12.0,0.11,0.74,6445.0,86362.0,1.0,0.03,0
23473326,15,145,8,2900,2919,3088,0.99,17.0,0.15,0.74,4886.0,72506.0,1.0,0.05,0
23475630,9,0,8,88,98,1262,0.9,99.0,0.03,0.65,464.0,20259.0,1.0,0.02,0
23495137,10,25,8,342,374,253,0.91,2.0,0.9,0.12,86280.0,473337.0,1.0,0.06,0
23496222,10,0,8,25,33,645,0.76,4.0,0.05,0.5,27238.0,333531.0,1.0,0.05,0
23500954,6,0,8,28,326,2876,0.09,22.0,1.0,0.0,3494.0,85556.0,0.0,0.13,0
23507601,10,18,8,407,454,2871,0.9,50.0,0.01,0.27,1524.0,44765.0,1.0,0.04,0
